menu_name,ingredient_canonical,n_total,k_count,freq,alpha_prior,beta_prior
김밥,참치액,55,2,0.036,3.0,54.0
김밥,양배추,55,2,0.036,3.0,54.0
김밥,찹쌀가루,55,2,0.036,3.0,54.0
김밥,전복,55,2,0.036,3.0,54.0
김밥,후리가케,55,2,0.036,3.0,54.0
김밥,토마토,55,1,0.018,2.0,55.0
김밥,소등심,55,1,0.018,2.0,55.0
김밥,케일,55,1,0.018,2.0,55.0
김밥,꼬시래기,55,1,0.018,2.0,55.0
김밥,배추,55,1,0.018,2.0,55.0
김밥,미역,55,1,0.018,2.0,55.0
김밥,냉이,55,1,0.018,2.0,55.0
김밥,모둠건해초,55,1,0.018,2.0,55.0
김밥,연어,55,1,0.018,2.0,55.0
김밥,레몬즙,55,1,0.018,2.0,55.0
김밥,꿀,55,1,0.018,2.0,55.0
김밥,톳장아찌,55,1,0.018,2.0,55.0
김밥,흑미밥,55,1,0.018,2.0,55.0
김밥,고사리나물,55,1,0.018,2.0,55.0
김밥,콩나물,55,1,0.018,2.0,55.0
김밥,메밀국수,55,1,0.018,2.0,55.0
김밥,크래미,55,1,0.018,2.0,55.0
김밥,와사비,55,1,0.018,2.0,55.0
김밥,시판낫또,55,1,0.018,2.0,55.0
김밥,세발나물,55,1,0.018,2.0,55.0
김밥,프랑크소시지,55,1,0.018,2.0,55.0
김밥,조림우엉,55,1,0.018,2.0,55.0
김밥,머스터드소스,55,1,0.018,2.0,55.0
김밥,진미채,55,1,0.018,2.0,55.0
김밥,김치국물,55,1,0.018,2.0,55.0
김밥,분홍소시지,55,1,0.018,2.0,55.0
김밥,닭고기,55,1,0.018,2.0,55.0
김밥,소고기,55,1,0.018,2.0,55.0
김밥,적채,55,1,0.018,2.0,55.0
김밥,잎상추,55,1,0.018,2.0,55.0
김밥,오징어,55,1,0.018,2.0,55.0
김밥,무,55,1,0.018,2.0,55.0
김밥,적채피클,55,1,0.018,2.0,55.0
김밥,전분,55,1,0.018,2.0,55.0
김밥,비건마요네즈,55,1,0.018,2.0,55.0
김밥,게맛살,55,1,0.018,2.0,55.0
김밥,호두,55,1,0.018,2.0,55.0
김밥,컬리케일,55,1,0.018,2.0,55.0
김밥,베이컨,55,1,0.018,2.0,55.0
김밥,파슬리,55,1,0.018,2.0,55.0
김밥,메밀면,55,1,0.018,2.0,55.0
김밥,한식채수,55,1,0.018,2.0,55.0
김밥,등심돈까스,55,1,0.018,2.0,55.0
김밥,방울토마토,55,1,0.018,2.0,55.0
김밥,돈까스소스,55,1,0.018,2.0,55.0
김밥,케첩,55,1,0.018,2.0,55.0
김밥,우동면,55,1,0.018,2.0,55.0
김밥,레몬,55,1,0.018,2.0,55.0
김밥,생강,55,1,0.018,2.0,55.0
김밥,차가운물,55,1,0.018,2.0,55.0
김밥,랩,55,1,0.018,2.0,55.0
김밥,저염명란젓,55,1,0.018,2.0,55.0
김밥,쌀밥,55,1,0.018,2.0,55.0
김밥,아스파라거스,55,1,0.018,2.0,55.0
김밥,버터,55,1,0.018,2.0,55.0
김밥,소시지,55,1,0.018,2.0,55.0
김밥,칼국수면,55,1,0.018,2.0,55.0
김밥,땅콩,55,1,0.018,2.0,55.0
김밥,라임또는레몬즙,55,1,0.018,2.0,55.0
김밥,두반장,55,1,0.018,2.0,55.0
김밥,불린현미,55,1,0.018,2.0,55.0
김밥,백미,55,1,0.018,2.0,55.0
김밥,다시마,55,1,0.018,2.0,55.0
김밥,비정제당,55,1,0.018,2.0,55.0
김밥,새송이버섯,55,1,0.018,2.0,55.0
김밥,가지,55,1,0.018,2.0,55.0
김밥,총각무,55,1,0.018,2.0,55.0
김밥,멸치액젓,55,1,0.018,2.0,55.0
김밥,구운감태,55,1,0.018,2.0,55.0
김밥,명란젓,55,1,0.018,2.0,55.0
김밥,허브줄기,55,1,0.018,2.0,55.0
김밥,비트가루,55,1,0.018,2.0,55.0
김치볶음밥,배추김치,1,1,1.0,2.0,1.0
김치볶음밥,고슬고슬한밥,1,1,1.0,2.0,1.0
김치볶음밥,베이컨슬라이스,1,1,1.0,2.0,1.0
김치볶음밥,계란,1,1,1.0,2.0,1.0
김치볶음밥,양파,1,1,1.0,2.0,1.0
김치볶음밥,대파,1,1,1.0,2.0,1.0
김치볶음밥,참기름,1,1,1.0,2.0,1.0
김치볶음밥,식용유,1,1,1.0,2.0,1.0
김치볶음밥,통깨,1,1,1.0,2.0,1.0
김치볶음밥,김치국물,1,1,1.0,2.0,1.0
김치볶음밥,올리고당,1,1,1.0,2.0,1.0
김치볶음밥,고춧가루,1,1,1.0,2.0,1.0
김치볶음밥,후춧가루,1,1,1.0,2.0,1.0
김치전,배추김치,1,1,1.0,2.0,1.0
김치전,오징어,1,1,1.0,2.0,1.0
김치전,청양고추,1,1,1.0,2.0,1.0
김치전,식용유,1,1,1.0,2.0,1.0
김치전,부침가루,1,1,1.0,2.0,1.0
김치전,물,1,1,1.0,2.0,1.0
김치전,계란,1,1,1.0,2.0,1.0
김치찌개,배추김치,4,4,1.0,5.0,1.0
김치찌개,대파,4,4,1.0,5.0,1.0
김치찌개,마늘,4,4,1.0,5.0,1.0
김치찌개,고춧가루,4,4,1.0,5.0,1.0
김치찌개,두부,4,3,0.75,4.0,2.0
김치찌개,돼지고기,4,2,0.5,3.0,3.0
김치찌개,양파,4,2,0.5,3.0,3.0
김치찌개,소금,4,2,0.5,3.0,3.0
김치찌개,청양고추,4,2,0.5,3.0,3.0
김치찌개,김치국물,4,2,0.5,3.0,3.0
김치찌개,멸치,4,2,0.5,3.0,3.0
김치찌개,멸치액젓,4,1,0.25,2.0,4.0
김치찌개,물,4,1,0.25,2.0,4.0
김치찌개,타바스코소스,4,1,0.25,2.0,4.0
김치찌개,낫또,4,1,0.25,2.0,4.0
김치찌개,대저토마토,4,1,0.25,2.0,4.0
김치찌개,참치캔,4,1,0.25,2.0,4.0
김치찌개,들기름,4,1,0.25,2.0,4.0
김치찌개,설탕,4,1,0.25,2.0,4.0
김치찌개,쌀뜨물,4,1,0.25,2.0,4.0
김치찌개,꽁치통조림,4,1,0.25,2.0,4.0
김치찌개,고추,4,1,0.25,2.0,4.0
김치찌개,식용유,4,1,0.25,2.0,4.0
김치찌개,맛술,4,1,0.25,2.0,4.0
김치찌개,생강,4,1,0.25,2.0,4.0
김치찌개,후춧가루,4,1,0.25,2.0,4.0
깍두기,통깨,9,7,0.778,8.0,3.0
깍두기,고춧가루,9,7,0.778,8.0,3.0
깍두기,소금,9,5,0.556,6.0,5.0
깍두기,멸치액젓,9,5,0.556,6.0,5.0
깍두기,매실액,9,5,0.556,6.0,5.0
깍두기,쪽파,9,5,0.556,6.0,5.0
깍두기,마늘,9,4,0.444,5.0,6.0
깍두기,간장,9,4,0.444,5.0,6.0
깍두기,설탕,9,3,0.333,4.0,7.0
깍두기,대파,9,3,0.333,4.0,7.0
깍두기,오이,9,2,0.222,3.0,8.0
깍두기,양파,9,2,0.222,3.0,8.0
깍두기,부추,9,2,0.222,3.0,8.0
깍두기,올리고당,9,2,0.222,3.0,8.0
깍두기,깍두기,9,2,0.222,3.0,8.0
깍두기,김,9,2,0.222,3.0,8.0
깍두기,참기름,9,2,0.222,3.0,8.0
깍두기,무,9,2,0.222,3.0,8.0
깍두기,돼지고기,9,1,0.111,2.0,9.0
깍두기,계란,9,1,0.111,2.0,9.0
깍두기,공기밥,9,1,0.111,2.0,9.0
깍두기,식용유,9,1,0.111,2.0,9.0
깍두기,고추장,9,1,0.111,2.0,9.0
깍두기,깍두기국물,9,1,0.111,2.0,9.0
깍두기,연근,9,1,0.111,2.0,9.0
깍두기,현미밥,9,1,0.111,2.0,9.0
깍두기,식물성유,9,1,0.111,2.0,9.0
깍두기,새우젓,9,1,0.111,2.0,9.0
깍두기,생강,9,1,0.111,2.0,9.0
깍두기,찹쌀가루,9,1,0.111,2.0,9.0
깍두기,황태다시육수,9,1,0.111,2.0,9.0
깍두기,단감,9,1,0.111,2.0,9.0
깍두기,참외,9,1,0.111,2.0,9.0
깍두기,배,9,1,0.111,2.0,9.0
깍두기,생연어,9,1,0.111,2.0,9.0
깍두기,날치알,9,1,0.111,2.0,9.0
깍두기,마요네즈,9,1,0.111,2.0,9.0
깍두기,스리라차소스,9,1,0.111,2.0,9.0
깍두기,레몬즙,9,1,0.111,2.0,9.0
깍두기,다진제피잎,9,1,0.111,2.0,9.0
깻잎장아찌,깻잎,1,1,1.0,2.0,1.0
깻잎장아찌,청양고추,1,1,1.0,2.0,1.0
깻잎장아찌,고추,1,1,1.0,2.0,1.0
깻잎장아찌,식초,1,1,1.0,2.0,1.0
깻잎장아찌,소금,1,1,1.0,2.0,1.0
깻잎장아찌,물,1,1,1.0,2.0,1.0
깻잎장아찌,간장,1,1,1.0,2.0,1.0
깻잎장아찌,설탕,1,1,1.0,2.0,1.0
깻잎장아찌,다시마,1,1,1.0,2.0,1.0
나박김치,배추,2,2,1.0,3.0,1.0
나박김치,무,2,2,1.0,3.0,1.0
나박김치,오이,2,2,1.0,3.0,1.0
나박김치,쪽파,2,2,1.0,3.0,1.0
나박김치,미나리,2,2,1.0,3.0,1.0
나박김치,소금,2,2,1.0,3.0,1.0
나박김치,고춧가루,2,2,1.0,3.0,1.0
나박김치,물,2,2,1.0,3.0,1.0
나박김치,마늘,2,2,1.0,3.0,1.0
나박김치,생강,2,2,1.0,3.0,1.0
나박김치,고추,2,1,0.5,2.0,2.0
나박김치,배,2,1,0.5,2.0,2.0
나박김치,설탕,2,1,0.5,2.0,2.0
나박김치,양파,2,1,0.5,2.0,2.0
나박김치,당근,2,1,0.5,2.0,2.0
나박김치,사과즙,2,1,0.5,2.0,2.0
닭갈비,닭고기,2,2,1.0,3.0,1.0
닭갈비,고구마,2,2,1.0,3.0,1.0
닭갈비,양파,2,2,1.0,3.0,1.0
닭갈비,양배추,2,2,1.0,3.0,1.0
닭갈비,청양고추,2,2,1.0,3.0,1.0
닭갈비,대파,2,2,1.0,3.0,1.0
닭갈비,깻잎,2,2,1.0,3.0,1.0
닭갈비,떡,2,2,1.0,3.0,1.0
닭갈비,우유,2,2,1.0,3.0,1.0
닭갈비,고춧가루,2,2,1.0,3.0,1.0
닭갈비,간장,2,2,1.0,3.0,1.0
닭갈비,설탕,2,2,1.0,3.0,1.0
닭갈비,마늘,2,2,1.0,3.0,1.0
닭갈비,카레가루,2,2,1.0,3.0,1.0
닭갈비,생강,2,2,1.0,3.0,1.0
닭갈비,참기름,2,2,1.0,3.0,1.0
닭갈비,고추,2,1,0.5,2.0,2.0
닭갈비,치즈,2,1,0.5,2.0,2.0
닭갈비,고추장,2,1,0.5,2.0,2.0
닭갈비,맛술,2,1,0.5,2.0,2.0
닭갈비,올리고당,2,1,0.5,2.0,2.0
닭갈비,후춧가루,2,1,0.5,2.0,2.0
닭갈비,깨,2,1,0.5,2.0,2.0
닭갈비,당근,2,1,0.5,2.0,2.0
닭갈비,통깨,2,1,0.5,2.0,2.0
동그랑땡,양파,3,3,1.0,4.0,1.0
동그랑땡,간장,3,3,1.0,4.0,1.0
동그랑땡,후춧가루,3,3,1.0,4.0,1.0
동그랑땡,식용유,3,2,0.667,3.0,2.0
동그랑땡,굴소스,3,2,0.667,3.0,2.0
동그랑땡,맛술,3,2,0.667,3.0,2.0
동그랑땡,생강,3,2,0.667,3.0,2.0
동그랑땡,표고버섯,3,2,0.667,3.0,2.0
동그랑땡,참기름,3,2,0.667,3.0,2.0
동그랑땡,물,3,2,0.667,3.0,2.0
동그랑땡,모닝빵,3,1,0.333,2.0,3.0
동그랑땡,동그랑땡,3,1,0.333,2.0,3.0
동그랑땡,토마토,3,1,0.333,2.0,3.0
동그랑땡,오이피클,3,1,0.333,2.0,3.0
동그랑땡,채소,3,1,0.333,2.0,3.0
동그랑땡,마요네즈,3,1,0.333,2.0,3.0
동그랑땡,올리고당,3,1,0.333,2.0,3.0
동그랑땡,두부,3,1,0.333,2.0,3.0
동그랑땡,애호박,3,1,0.333,2.0,3.0
동그랑땡,당근,3,1,0.333,2.0,3.0
동그랑땡,부침가루,3,1,0.333,2.0,3.0
동그랑땡,소금,3,1,0.333,2.0,3.0
동그랑땡,강황가루,3,1,0.333,2.0,3.0
동그랑땡,완자,3,1,0.333,2.0,3.0
동그랑땡,청경채,3,1,0.333,2.0,3.0
동그랑땡,양송이버섯,3,1,0.333,2.0,3.0
동그랑땡,대파,3,1,0.333,2.0,3.0
동그랑땡,마늘,3,1,0.333,2.0,3.0
동그랑땡,고추,3,1,0.333,2.0,3.0
동그랑땡,육수,3,1,0.333,2.0,3.0
동그랑땡,설탕,3,1,0.333,2.0,3.0
동그랑땡,전분,3,1,0.333,2.0,3.0
된장찌개,된장,9,9,1.0,10.0,1.0
된장찌개,애호박,9,9,1.0,10.0,1.0
된장찌개,양파,9,9,1.0,10.0,1.0
된장찌개,두부,9,9,1.0,10.0,1.0
된장찌개,대파,9,8,0.889,9.0,2.0
된장찌개,청양고추,9,8,0.889,9.0,2.0
된장찌개,마늘,9,7,0.778,8.0,3.0
된장찌개,멸치,9,7,0.778,8.0,3.0
된장찌개,고추,9,7,0.778,8.0,3.0
된장찌개,고춧가루,9,6,0.667,7.0,4.0
된장찌개,무,9,4,0.444,5.0,6.0
된장찌개,감자,9,3,0.333,4.0,7.0
된장찌개,돼지고기,9,3,0.333,4.0,7.0
된장찌개,표고버섯,9,3,0.333,4.0,7.0
된장찌개,쌀뜨물,9,2,0.222,3.0,8.0
된장찌개,고추장,9,2,0.222,3.0,8.0
된장찌개,식용유,9,2,0.222,3.0,8.0
된장찌개,간장,9,2,0.222,3.0,8.0
된장찌개,미더덕,9,1,0.111,2.0,9.0
된장찌개,맛술,9,1,0.111,2.0,9.0
된장찌개,후춧가루,9,1,0.111,2.0,9.0
된장찌개,팽이버섯,9,1,0.111,2.0,9.0
된장찌개,냉이,9,1,0.111,2.0,9.0
된장찌개,바지락조개,9,1,0.111,2.0,9.0
된장찌개,손질갈치,9,1,0.111,2.0,9.0
된장찌개,소금,9,1,0.111,2.0,9.0
된장찌개,꽃게,9,1,0.111,2.0,9.0
된장찌개,멸치육수,9,1,0.111,2.0,9.0
된장찌개,청국장,9,1,0.111,2.0,9.0
된장찌개,배추김치,9,1,0.111,2.0,9.0
된장찌개,김치국물,9,1,0.111,2.0,9.0
된장찌개,참기름,9,1,0.111,2.0,9.0
떡꼬치,떡,4,4,1.0,5.0,1.0
떡꼬치,케첩,4,4,1.0,5.0,1.0
떡꼬치,올리고당,4,4,1.0,5.0,1.0
떡꼬치,고추장,4,4,1.0,5.0,1.0
떡꼬치,식용유,4,3,0.75,4.0,2.0
떡꼬치,설탕,4,3,0.75,4.0,2.0
떡꼬치,후춧가루,4,3,0.75,4.0,2.0
떡꼬치,간장,4,3,0.75,4.0,2.0
떡꼬치,마늘,4,2,0.5,3.0,3.0
떡꼬치,비엔나소시지,4,2,0.5,3.0,3.0
떡꼬치,땅콩,4,1,0.25,2.0,4.0
떡꼬치,맛술,4,1,0.25,2.0,4.0
떡꼬치,베이컨,4,1,0.25,2.0,4.0
떡꼬치,파프리카,4,1,0.25,2.0,4.0
떡꼬치,치즈,4,1,0.25,2.0,4.0
떡꼬치,대파,4,1,0.25,2.0,4.0
떡꼬치,참기름,4,1,0.25,2.0,4.0
떡꼬치,머스터드소스,4,1,0.25,2.0,4.0
떡꼬치,무,4,1,0.25,2.0,4.0
떡꼬치,다진견과류,4,1,0.25,2.0,4.0
떡꼬치,꼬치,4,1,0.25,2.0,4.0
떡꼬치,파슬리가루,4,1,0.25,2.0,4.0
떡꼬치,스위트칠리소스,4,1,0.25,2.0,4.0
떡만두국,간장,147,81,0.551,82.0,67.0
떡만두국,소금,147,78,0.531,79.0,70.0
떡만두국,설탕,147,76,0.517,77.0,72.0
떡만두국,마늘,147,75,0.51,76.0,73.0
떡만두국,후춧가루,147,69,0.469,70.0,79.0
떡만두국,대파,147,67,0.456,68.0,81.0
떡만두국,물,147,59,0.401,60.0,89.0
떡만두국,떡,147,50,0.34,51.0,98.0
떡만두국,양파,147,50,0.34,51.0,98.0
떡만두국,참기름,147,49,0.333,50.0,99.0
떡만두국,맛술,147,46,0.313,47.0,102.0
떡만두국,식용유,147,39,0.265,40.0,109.0
떡만두국,올리고당,147,35,0.238,36.0,113.0
떡만두국,고춧가루,147,33,0.224,34.0,115.0
떡만두국,계란,147,28,0.19,29.0,120.0
떡만두국,통깨,147,24,0.163,25.0,124.0
떡만두국,치즈,147,23,0.156,24.0,125.0
떡만두국,고추장,147,23,0.156,24.0,125.0
떡만두국,표고버섯,147,23,0.156,24.0,125.0
떡만두국,만가닥버섯,147,22,0.15,23.0,126.0
떡만두국,멸치,147,21,0.143,22.0,127.0
떡만두국,소고기,147,20,0.136,21.0,128.0
떡만두국,청양고추,147,20,0.136,21.0,128.0
떡만두국,고추,147,19,0.129,20.0,129.0
떡만두국,우유,147,18,0.122,19.0,130.0
떡만두국,당근,147,17,0.116,18.0,131.0
떡만두국,무,147,17,0.116,18.0,131.0
떡만두국,식초,147,17,0.116,18.0,131.0
떡만두국,생강,147,15,0.102,16.0,133.0
떡만두국,돼지고기,147,15,0.102,16.0,133.0
떡만두국,굴소스,147,12,0.082,13.0,136.0
떡만두국,어묵,147,12,0.082,13.0,136.0
떡만두국,애호박,147,12,0.082,13.0,136.0
떡만두국,버터,147,12,0.082,13.0,136.0
떡만두국,찹쌀가루,147,12,0.082,13.0,136.0
떡만두국,닭고기,147,11,0.075,12.0,137.0
떡만두국,김,147,11,0.075,12.0,137.0
떡만두국,두부,147,11,0.075,12.0,137.0
떡만두국,다시마,147,10,0.068,11.0,138.0
떡만두국,밀가루,147,10,0.068,11.0,138.0
떡만두국,느타리버섯,147,10,0.068,11.0,138.0
떡만두국,전분,147,10,0.068,11.0,138.0
떡만두국,배추김치,147,10,0.068,11.0,138.0
떡만두국,청경채,147,9,0.061,10.0,139.0
떡만두국,감자,147,9,0.061,10.0,139.0
떡만두국,카레가루,147,9,0.061,10.0,139.0
떡만두국,마요네즈,147,9,0.061,10.0,139.0
떡만두국,양배추,147,8,0.054,9.0,140.0
떡만두국,파프리카,147,8,0.054,9.0,140.0
떡만두국,새우,147,8,0.054,9.0,140.0
떡만두국,부추,147,8,0.054,9.0,140.0
떡만두국,베이컨,147,7,0.048,8.0,141.0
떡만두국,케첩,147,7,0.048,8.0,141.0
떡만두국,육수,147,7,0.048,8.0,141.0
떡만두국,미나리,147,7,0.048,8.0,141.0
떡만두국,배추,147,7,0.048,8.0,141.0
떡만두국,깻잎,147,6,0.041,7.0,142.0
떡만두국,쪽파,147,6,0.041,7.0,142.0
떡만두국,레몬즙,147,6,0.041,7.0,142.0
떡만두국,밥,147,6,0.041,7.0,142.0
떡만두국,팽이버섯,147,5,0.034,6.0,143.0
떡만두국,된장,147,5,0.034,6.0,143.0
떡만두국,숙주,147,5,0.034,6.0,143.0
떡만두국,만두,147,5,0.034,6.0,143.0
떡만두국,새송이버섯,147,5,0.034,6.0,143.0
떡만두국,파슬리가루,147,4,0.027,5.0,144.0
떡만두국,깨,147,4,0.027,5.0,144.0
떡만두국,들깨가루,147,4,0.027,5.0,144.0
떡만두국,멸치액젓,147,4,0.027,5.0,144.0
떡만두국,연유,147,4,0.027,5.0,144.0
떡만두국,우엉,147,4,0.027,5.0,144.0
떡만두국,쌀,147,4,0.027,5.0,144.0
떡만두국,대추,147,4,0.027,5.0,144.0
떡만두국,햄,147,4,0.027,5.0,144.0
떡만두국,오이,147,4,0.027,5.0,144.0
떡만두국,토마토소스,147,3,0.02,4.0,145.0
떡만두국,오징어,147,3,0.02,4.0,145.0
떡만두국,밤,147,3,0.02,4.0,145.0
떡만두국,비엔나소시지,147,3,0.02,4.0,145.0
떡만두국,브로콜리,147,3,0.02,4.0,145.0
떡만두국,생크림,147,3,0.02,4.0,145.0
떡만두국,당면,147,3,0.02,4.0,145.0
떡만두국,계피,147,3,0.02,4.0,145.0
떡만두국,굴,147,3,0.02,4.0,145.0
떡만두국,콩나물,147,3,0.02,4.0,145.0
떡만두국,깐밤,147,3,0.02,4.0,145.0
떡만두국,시금치,147,3,0.02,4.0,145.0
떡만두국,배,147,3,0.02,4.0,145.0
떡만두국,연겨자,147,3,0.02,4.0,145.0
떡만두국,찹쌀,147,3,0.02,4.0,145.0
떡만두국,녹말가루,147,3,0.02,4.0,145.0
떡만두국,꿀,147,3,0.02,4.0,145.0
떡만두국,들기름,147,3,0.02,4.0,145.0
떡만두국,토르티야,147,2,0.014,3.0,146.0
떡만두국,다진잣,147,2,0.014,3.0,146.0
떡만두국,배즙,147,2,0.014,3.0,146.0
떡만두국,사골,147,2,0.014,3.0,146.0
떡만두국,휘핑크림,147,2,0.014,3.0,146.0
떡만두국,호떡믹스,147,2,0.014,3.0,146.0
떡만두국,월계수잎,147,2,0.014,3.0,146.0
떡만두국,갈비,147,2,0.014,3.0,146.0
떡만두국,라이스페이퍼,147,2,0.014,3.0,146.0
떡만두국,베이킹파우더,147,2,0.014,3.0,146.0
떡만두국,호두,147,2,0.014,3.0,146.0
떡만두국,레몬,147,2,0.014,3.0,146.0
떡만두국,참치,147,2,0.014,3.0,146.0
떡만두국,팥,147,2,0.014,3.0,146.0
떡만두국,만다리버섯,147,2,0.014,3.0,146.0
떡만두국,고구마,147,2,0.014,3.0,146.0
떡만두국,달래,147,2,0.014,3.0,146.0
떡만두국,타임,147,2,0.014,3.0,146.0
떡만두국,주꾸미,147,2,0.014,3.0,146.0
떡만두국,불린녹두,147,2,0.014,3.0,146.0
떡만두국,멥쌀가루,147,2,0.014,3.0,146.0
떡만두국,잣,147,2,0.014,3.0,146.0
떡만두국,팥앙금,147,2,0.014,3.0,146.0
떡만두국,매실액,147,2,0.014,3.0,146.0
떡만두국,소시지,147,2,0.014,3.0,146.0
떡만두국,버섯,147,2,0.014,3.0,146.0
떡만두국,우스터소스,147,2,0.014,3.0,146.0
떡만두국,전복,147,2,0.014,3.0,146.0
떡만두국,인삼,147,2,0.014,3.0,146.0
떡만두국,두반장,147,2,0.014,3.0,146.0
떡만두국,레몬제스트,147,2,0.014,3.0,146.0
떡만두국,슈가파우더,147,2,0.014,3.0,146.0
떡만두국,냉이,147,2,0.014,3.0,146.0
떡만두국,낙지,147,2,0.014,3.0,146.0
떡만두국,단무지,147,2,0.014,3.0,146.0
떡만두국,참치캔,147,2,0.014,3.0,146.0
떡만두국,옥수수통조림,147,1,0.007,2.0,147.0
떡만두국,누룽지,147,1,0.007,2.0,147.0
떡만두국,땅콩,147,1,0.007,2.0,147.0
떡만두국,생굴,147,1,0.007,2.0,147.0
떡만두국,피망,147,1,0.007,2.0,147.0
떡만두국,목이버섯,147,1,0.007,2.0,147.0
떡만두국,잣가루,147,1,0.007,2.0,147.0
떡만두국,머스터드소스,147,1,0.007,2.0,147.0
떡만두국,볶은호두,147,1,0.007,2.0,147.0
떡만두국,따듯한물,147,1,0.007,2.0,147.0
떡만두국,이스트,147,1,0.007,2.0,147.0
떡만두국,미국피칸,147,1,0.007,2.0,147.0
떡만두국,매생이,147,1,0.007,2.0,147.0
떡만두국,메추리알,147,1,0.007,2.0,147.0
떡만두국,춘장,147,1,0.007,2.0,147.0
떡만두국,유부주머니,147,1,0.007,2.0,147.0
떡만두국,체리,147,1,0.007,2.0,147.0
떡만두국,불린감정콩,147,1,0.007,2.0,147.0
떡만두국,완두콩,147,1,0.007,2.0,147.0
떡만두국,크랜베리,147,1,0.007,2.0,147.0
떡만두국,저염명란젓,147,1,0.007,2.0,147.0
떡만두국,날치알,147,1,0.007,2.0,147.0
떡만두국,사과,147,1,0.007,2.0,147.0
떡만두국,파슬리,147,1,0.007,2.0,147.0
떡만두국,비트,147,1,0.007,2.0,147.0
떡만두국,비트즙,147,1,0.007,2.0,147.0
떡만두국,삶은시래기나물,147,1,0.007,2.0,147.0
떡만두국,소송채,147,1,0.007,2.0,147.0
떡만두국,소바면,147,1,0.007,2.0,147.0
떡만두국,산마간것,147,1,0.007,2.0,147.0
떡만두국,낫토,147,1,0.007,2.0,147.0
떡만두국,와사비,147,1,0.007,2.0,147.0
떡만두국,소바다시,147,1,0.007,2.0,147.0
떡만두국,토란,147,1,0.007,2.0,147.0
떡만두국,적앙금,147,1,0.007,2.0,147.0
떡만두국,샐러드오일,147,1,0.007,2.0,147.0
떡만두국,다진견과류,147,1,0.007,2.0,147.0
떡만두국,꼬치,147,1,0.007,2.0,147.0
떡만두국,스위트칠리소스,147,1,0.007,2.0,147.0
떡만두국,청포도,147,1,0.007,2.0,147.0
떡만두국,적포도,147,1,0.007,2.0,147.0
떡만두국,칼라만시액,147,1,0.007,2.0,147.0
떡만두국,피클링스파이스,147,1,0.007,2.0,147.0
떡만두국,식물성유,147,1,0.007,2.0,147.0
떡만두국,불린샤미,147,1,0.007,2.0,147.0
떡만두국,치킨파우더,147,1,0.007,2.0,147.0
떡만두국,기름,147,1,0.007,2.0,147.0
떡만두국,콩가루,147,1,0.007,2.0,147.0
떡만두국,은행,147,1,0.007,2.0,147.0
떡만두국,네잎클로버,147,1,0.007,2.0,147.0
떡만두국,이쑤시개,147,1,0.007,2.0,147.0
떡만두국,프랑크소시지,147,1,0.007,2.0,147.0
떡만두국,비타민,147,1,0.007,2.0,147.0
떡만두국,청국장,147,1,0.007,2.0,147.0
떡만두국,페퍼론치노,147,1,0.007,2.0,147.0
떡만두국,봄동,147,1,0.007,2.0,147.0
떡만두국,유자청,147,1,0.007,2.0,147.0
떡만두국,데친고사리,147,1,0.007,2.0,147.0
떡만두국,마,147,1,0.007,2.0,147.0
떡만두국,검은깨,147,1,0.007,2.0,147.0
떡만두국,드라이이스트,147,1,0.007,2.0,147.0
떡만두국,옥수수가루,147,1,0.007,2.0,147.0
떡만두국,탈지분유,147,1,0.007,2.0,147.0
떡만두국,막걸리,147,1,0.007,2.0,147.0
떡만두국,베이크드빈스,147,1,0.007,2.0,147.0
떡만두국,라면사리,147,1,0.007,2.0,147.0
떡만두국,채소,147,1,0.007,2.0,147.0
떡만두국,청상추,147,1,0.007,2.0,147.0
떡만두국,적상추,147,1,0.007,2.0,147.0
떡만두국,치커리,147,1,0.007,2.0,147.0
떡만두국,허브가루,147,1,0.007,2.0,147.0
떡만두국,오렌지,147,1,0.007,2.0,147.0
떡만두국,견과류,147,1,0.007,2.0,147.0
떡만두국,셀러리,147,1,0.007,2.0,147.0
떡만두국,식용꽃,147,1,0.007,2.0,147.0
떡만두국,양송이,147,1,0.007,2.0,147.0
떡만두국,와인,147,1,0.007,2.0,147.0
떡만두국,치킨스톡,147,1,0.007,2.0,147.0
떡만두국,다진세이지,147,1,0.007,2.0,147.0
떡만두국,바질,147,1,0.007,2.0,147.0
떡만두국,포도씨오일,147,1,0.007,2.0,147.0
떡만두국,참마,147,1,0.007,2.0,147.0
떡만두국,대합,147,1,0.007,2.0,147.0
떡만두국,관자살,147,1,0.007,2.0,147.0
떡만두국,대추방울토마토,147,1,0.007,2.0,147.0
떡만두국,열무,147,1,0.007,2.0,147.0
떡만두국,흰만가닥버섯,147,1,0.007,2.0,147.0
떡만두국,현미즉석밥,147,1,0.007,2.0,147.0
떡만두국,샐러리,147,1,0.007,2.0,147.0
떡만두국,스파게티면,147,1,0.007,2.0,147.0
떡만두국,면수,147,1,0.007,2.0,147.0
떡만두국,코코넛롱,147,1,0.007,2.0,147.0
떡만두국,실곤약,147,1,0.007,2.0,147.0
떡만두국,갓,147,1,0.007,2.0,147.0
떡만두국,브라운양송이버섯,147,1,0.007,2.0,147.0
떡만두국,올리브,147,1,0.007,2.0,147.0
떡만두국,수박,147,1,0.007,2.0,147.0
떡만두국,파파야,147,1,0.007,2.0,147.0
떡만두국,방울토마토,147,1,0.007,2.0,147.0
